160	173	222
160	160	128
160	173	222
160	173	222
160	173	222
160	173	222
161	173	222
161	173	222
160	160	128
160	160	128
160	160	128
161	174	222
161	174	222
162	174	222
162	174	222
162	174	222
162	174	222
162	174	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
216	377	222
160	160	128
218	377	222
160	160	128
221	377	222
160	160	128
223	377	222
160	160	128
226	377	222
160	160	128
228	377	222
160	160	128
231	377	222
234	377	222
236	375	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
174	189	222
160	160	128
175	189	222
160	160	128
175	189	222
160	160	128
176	189	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
171	170	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
205	175	222
160	160	128
207	175	222
160	160	128
160	160	128
210	175	222
160	160	128
160	160	128
160	160	128
260	182	222
160	160	128
260	181	222
160	160	128
260	180	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
327	179	222
160	160	128
327	178	222
160	160	128
329	176	222
160	160	128
329	174	222
160	160	128
329	172	222
160	160	128
330	170	222
329	168	222
329	167	222
330	165	222
330	163	222
330	161	222
329	159	222
330	157	222
332	155	222
331	154	222
329	152	222
330	150	222
331	148	222
330	146	222
328	144	222
328	143	222
203	153	222
203	153	222
202	153	222
202	152	222
160	160	128
201	152	222
200	152	222
199	151	222
199	151	222
198	150	222
198	150	222
197	150	222
197	149	222
197	149	222
196	149	222
196	148	222
195	148	222
195	148	222
195	148	222
194	147	222
194	147	222
194	147	222
193	146	222
193	146	222
192	146	222
191	146	222
190	146	222
189	145	222
160	160	128
189	145	222
189	145	222
189	145	222
189	144	222
189	143	222
190	143	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	143	222
160	160	128
180	143	222
160	160	128
179	143	222
179	143	222
179	142	222
179	142	222
178	142	222
178	142	222
178	142	222
177	142	222
177	142	222
177	142	222
176	142	222
176	141	222
176	141	222
176	141	222
176	141	222
176	140	222
176	140	222
176	140	222
176	139	222
175	139	222
175	139	222
175	139	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
178	124	222
160	160	128
177	124	222
160	160	128
176	125	222
160	160	128
176	125	222
175	125	222
175	125	222
174	125	222
174	125	222
173	125	222
173	125	222
172	126	222
171	127	222
171	127	222
170	127	222
170	128	222
169	128	222
169	129	222
168	129	222
168	129	222
168	129	222
167	129	222
167	130	222
166	130	222
166	130	222
166	130	222
165	130	222
165	130	222
165	130	222
164	130	222
164	129	222
164	129	222
172	27	222
160	160	128
171	26	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	-11	222
160	160	128
158	-13	222
160	160	128
156	-15	222
160	160	128
154	-15	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
157	146	222
157	146	222
157	146	222
160	160	128
160	160	128
157	147	222
157	148	222
157	148	222
157	148	222
156	148	222
156	149	222
156	149	222
156	149	222
156	149	222
156	149	222
156	149	222
156	150	222
156	150	222
156	150	222
156	150	222
156	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	150	222
155	151	222
154	150	222
154	151	222
154	151	222
154	151	222
154	151	222
154	151	222
154	151	222
154	151	222
153	151	222
153	151	222
153	151	222
153	151	222
153	151	222
153	151	222
153	151	222
153	151	222
153	151	222
152	151	222
160	160	128
152	151	222
152	151	222
160	160	128
160	160	128
151	150	222
151	150	222
151	150	222
150	150	222
150	150	222
150	150	222
150	150	222
150	150	222
149	150	222
160	160	128
160	160	128
160	160	128
160	160	128
149	151	222
149	151	222
149	151	222
149	151	222
149	152	222
149	152	222
149	152	222
149	152	222
149	152	222
148	152	222
148	152	222
148	152	222
148	152	222
148	152	222
148	152	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
45	102	222
160	160	128
44	104	222
160	160	128
44	105	222
160	160	128
44	106	222
160	160	128
44	108	222
160	160	128
44	110	222
44	111	222
44	112	222
44	114	222
44	115	222
44	117	222
44	118	222
44	119	222
43	121	222
43	122	222
43	123	222
43	125	222
43	126	222
43	127	222
43	129	222
43	130	222
43	131	222
43	133	222
43	134	222
43	136	222
43	137	222
43	138	222
42	139	222
42	141	222
42	142	222
42	143	222
42	145	222
42	146	222
42	147	222
42	148	222
42	150	222
41	151	222
41	152	222
42	154	222
41	155	222
41	156	222
42	157	222
41	159	222
41	160	222
41	161	222
41	163	222
41	164	222
41	165	222
41	166	222
41	168	222
41	169	222
41	170	222
41	172	222
41	173	222
73	171	222
160	160	128
160	160	128
160	160	128
103	172	222
160	160	128
103	173	222
160	160	128
102	173	222
160	160	128
103	174	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
40	246	222
160	160	128
41	248	222
160	160	128
160	160	128
160	160	128
160	160	128
41	257	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
145	173	222
160	160	128
146	173	222
146	173	222
146	173	222
147	173	222
147	173	222
147	173	222
147	173	222
148	173	222
148	173	222
148	173	222
148	173	222
149	173	222
149	173	222
149	173	222
149	173	222
150	173	222
150	173	222
150	173	222
150	173	222
151	173	222
151	173	222
151	173	222
151	173	222
152	173	222
152	173	222
152	173	222
152	173	222
152	173	222
152	173	222
153	173	222
