153	173	222
153	173	222
153	173	222
153	173	222
154	173	222
154	173	222
154	173	222
154	173	222
154	173	222
155	173	222
155	173	222
155	173	222
155	173	222
155	173	222
155	173	222
155	173	222
156	173	222
156	173	222
156	173	222
156	173	222
156	173	222
157	173	222
157	173	222
157	173	222
157	173	222
157	173	222
157	173	222
157	173	222
158	173	222
158	173	222
158	173	222
158	173	222
158	173	222
158	173	222
159	173	222
160	160	128
159	173	222
159	173	222
159	173	222
159	173	222
160	160	128
